dish_name,description,ingredients_json,steps_json,prep_time_min,cook_time_min,servings,difficulty,cuisine_type,meal_type,tags,mood,weather_suggestion,time_suggestion
Fish and Chips,"A classic British hot dish consisting of fried battered fish and hot potato chips.","[{""name"": ""Cod or haddock fillets"", ""qty"": ""4"", ""unit"": """", ""note"": """"}, {""name"": ""Potatoes"", ""qty"": ""1"", ""unit"": ""kg"", ""note"": ""for chips""}, {""name"": ""All-purpose flour"", ""qty"": ""1.5"", ""unit"": ""cups"", ""note"": ""for batter""}, {""name"": ""Beer"", ""qty"": ""12"", ""unit"": ""oz"", ""note"": ""lager or ale, cold""}, {""name"": ""Baking powder"", ""qty"": ""1"", ""unit"": ""tsp"", ""note"": ""for batter""}, {""name"": ""Vegetable oil"", ""qty"": ""2"", ""unit"": ""liters"", ""note"": ""for frying""}]","[""First, make the chips. Peel and cut the potatoes into thick sticks. Rinse and pat completely dry."", ""Heat the oil to 150°C (300°F). Fry the potatoes in batches for about 5-7 minutes until soft but not browned. Remove and drain."", ""To make the batter, whisk together the flour, baking powder, and salt. Gradually whisk in the cold beer until you have a thick batter."", ""Pat the fish fillets dry and dredge them in a little extra flour."", ""Increase the oil temperature to 190°C (375°F). Dip each fish fillet in the batter, then carefully lower it into the hot oil."", ""Fry for 5-8 minutes, until the batter is golden brown and crispy."", ""While the fish rests, fry the blanched chips again for 2-3 minutes until golden and crispy."", ""Serve immediately with salt, malt vinegar, and tartar sauce.""]",20,30,4,Medium,British,Dinner,"fried,seafood,comfort food",cozy,rainy,evening
Pizza Margherita,"A classic Neapolitan pizza topped with San Marzano tomatoes, fresh mozzarella, basil, and olive oil.","[{""name"": ""Pizza dough"", ""qty"": ""1"", ""unit"": ""ball (250g)"", ""note"": """"}, {""name"": ""San Marzano tomatoes"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""crushed""}, {""name"": ""Fresh mozzarella cheese"", ""qty"": ""125"", ""unit"": ""g"", ""note"": ""sliced or torn""}, {""name"": ""Fresh basil leaves"", ""qty"": ""1"", ""unit"": ""small bunch"", ""note"": """"}, {""name"": ""Extra virgin olive oil"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}]","[""Preheat your oven to its highest temperature, 260°C (500°F) or more. If you have a pizza stone, preheat it."", ""Stretch the pizza dough by hand on a lightly floured surface into a thin, round base."", ""Lightly salt the crushed tomatoes and spread a thin layer over the dough, leaving a border."", ""Distribute the pieces of fresh mozzarella evenly over the tomato sauce."", ""Scatter a few fresh basil leaves on top."", ""Drizzle the entire pizza with a good quality extra virgin olive oil."", ""Carefully transfer the pizza to the hot pizza stone or a baking sheet."", ""Bake for 7-10 minutes, until the crust is golden and puffy, and the cheese is melted and bubbly. Add a few more fresh basil leaves before serving.""]",10,10,2,Easy,Italian,Dinner,"pizza,classic,vegetarian",happy,any,evening
Tom Kha Gai,"A creamy and aromatic Thai soup, similar to Tom Yum but with the addition of coconut milk.","[{""name"": ""Chicken breast or thighs"", ""qty"": ""300"", ""unit"": ""g"", ""note"": ""thinly sliced""}, {""name"": ""Coconut milk"", ""qty"": ""1"", ""unit"": ""can (400ml)"", ""note"": """"}, {""name"": ""Chicken stock"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Galangal"", ""qty"": ""1"", ""unit"": ""inch piece"", ""note"": ""thinly sliced""}, {""name"": ""Lemongrass"", ""qty"": ""1"", ""unit"": ""stalk"", ""note"": ""bruised and chopped""}, {""name"": ""Kaffir lime leaves"", ""qty"": ""4"", ""unit"": """", ""note"": """"}, {""name"": ""Mushrooms"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""sliced""}]","[""In a pot, bring the chicken stock and about half of the coconut milk to a simmer."", ""Add the sliced galangal, chopped lemongrass, and kaffir lime leaves. Simmer for 5 minutes to release their flavors."", ""Add the sliced chicken to the pot and cook until it is no longer pink."", ""Add the mushrooms and cook for another few minutes until they are soft."", ""Pour in the remaining coconut milk and heat through gently. Do not let it come to a rolling boil."", ""Turn off the heat. Stir in fish sauce and fresh lime juice."", ""Taste and adjust the balance of salty, sour, and creamy. Add a little sugar if needed."", ""Garnish with fresh cilantro and sliced chilies. Serve hot.""]",10,20,4,Easy,Thai,Lunch,"soup,coconut,creamy",warm,rainy,afternoon
Bulgogi,"A classic Korean dish of thinly sliced, marinated beef, grilled or stir-fried.","[{""name"": ""Beef sirloin or ribeye"", ""qty"": ""700"", ""unit"": ""g"", ""note"": ""very thinly sliced""}, {""name"": ""Soy sauce"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Asian pear"", ""qty"": ""0.5"", ""unit"": """", ""note"": ""grated""}, {""name"": ""Brown sugar"", ""qty"": ""0.25"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Sesame oil"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Garlic"", ""qty"": ""4"", ""unit"": ""cloves"", ""note"": ""minced""}]","[""In a large bowl, make the marinade by combining soy sauce, grated Asian pear (a traditional tenderizer), brown sugar, sesame oil, minced garlic, and ginger."", ""Add the thinly sliced beef to the marinade. Also add sliced onion and chopped green onions."", ""Use your hands to gently toss and massage the meat with the marinade until it is thoroughly coated."", ""Cover and let the beef marinate in the refrigerator for at least 1 hour."", ""Preheat a grill pan or a large skillet over high heat."", ""Cook the marinated beef in batches, stir-frying for just a few minutes until the beef is cooked through and has some caramelized edges."", ""The high heat will cook the thin slices very quickly."", ""Serve the bulgogi immediately with steamed rice and kimchi.""]",20,10,4,Easy,Korean,Dinner,"grilled,beef,savory",energetic,any,evening
Gỏi Cuốn (Summer Rolls),"Fresh Vietnamese spring rolls packed with shrimp, pork, herbs, and rice vermicelli, wrapped in rice paper.","[{""name"": ""Rice paper wrappers"", ""qty"": ""12"", ""unit"": """", ""note"": """"}, {""name"": ""Rice vermicelli noodles"", ""qty"": ""100"", ""unit"": ""g"", ""note"": ""cooked""}, {""name"": ""Shrimp"", ""qty"": ""12"", ""unit"": ""large"", ""note"": ""cooked and halved lengthwise""}, {""name"": ""Pork belly or loin"", ""qty"": ""150"", ""unit"": ""g"", ""note"": ""cooked and thinly sliced""}, {""name"": ""Lettuce leaves"", ""qty"": ""12"", ""unit"": """", ""note"": """"}, {""name"": ""Fresh mint"", ""qty"": ""1"", ""unit"": ""bunch"", ""note"": """"}, {""name"": ""Peanut butter"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": ""for dipping sauce""}]","[""Prepare all your filling ingredients: cook the noodles, cook and slice the shrimp and pork, and wash the herbs and lettuce."", ""To make the peanut dipping sauce, heat hoisin sauce, peanut butter, a little water, and sugar in a small saucepan until smooth."", ""Fill a large, shallow dish with warm water."", ""Dip one rice paper wrapper into the water for about 15 seconds, until it is soft and pliable."", ""Lay the softened wrapper flat. On the third of the wrapper closest to you, place lettuce, noodles, mint, and pork."", ""Fold the bottom edge of the wrapper up over the filling, then fold in the sides."", ""Place a few shrimp halves on the wrapper just above the folded part, then continue to roll tightly to the top."", ""Serve the fresh rolls immediately with the warm peanut dipping sauce.""]",30,15,4,Medium,Vietnamese,Snack,"fresh,healthy,light",relaxed,warm,afternoon
Peking Duck,"A famous duck dish from Beijing prized for its thin, crisp skin, served with pancakes, scallions, and hoisin sauce.","[{""name"": ""Whole duck"", ""qty"": ""1"", ""unit"": ""(2-3 kg)"", ""note"": """"}, {""name"": ""Maltose syrup or honey"", ""qty"": ""3"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Boiling water"", ""qty"": ""2"", ""unit"": ""liters"", ""note"": """"}, {""name"": ""Mandarin pancakes"", ""qty"": ""24"", ""unit"": """", ""note"": ""for serving""}, {""name"": ""Hoisin sauce"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""for serving""}, {""name"": ""Cucumbers and scallions"", ""qty"": ""1"", ""unit"": ""bunch each"", ""note"": ""julienned, for serving""}]","[""Clean the duck thoroughly. Separate the skin from the meat by pumping air between them (a difficult but key step)."", ""Blanch the duck by pouring boiling water all over it. This tightens the skin."", ""Mix the maltose syrup with a little hot water. Brush this glaze all over the duck skin."", ""Hang the duck in a cool, airy place (or in the fridge, uncovered) for at least 24 hours to dry out the skin completely."", ""Preheat the oven to 190°C (375°F). Roast the duck on a rack for about 1.5 hours, until the skin is deep brown and crispy."", ""Let the duck rest for 10 minutes."", ""Carve the crispy skin and meat into thin slices."", ""Serve with warm Mandarin pancakes, hoisin sauce, and julienned cucumbers and scallions for guests to assemble their own wraps.""]",60,90,4,Hard,Chinese,Dinner,"roast,duck,celebratory",celebratory,any,evening
Chiles Rellenos,"Roasted poblano peppers stuffed with cheese, coated in an egg batter, and fried.","[{""name"": ""Poblano peppers"", ""qty"": ""6"", ""unit"": ""large"", ""note"": """"}, {""name"": ""Oaxaca cheese or Monterey Jack"", ""qty"": ""300"", ""unit"": ""g"", ""note"": ""cut into sticks""}, {""name"": ""Eggs"", ""qty"": ""4"", ""unit"": ""large"", ""note"": ""separated""}, {""name"": ""All-purpose flour"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""for dredging""}, {""name"": ""Vegetable oil"", ""qty"": ""1"", ""unit"": ""liter"", ""note"": ""for frying""}, {""name"": ""Tomatoes"", ""qty"": ""4"", ""unit"": """", ""note"": ""for sauce""}]","[""Roast the poblano peppers over an open flame or under a broiler until the skin is blackened and blistered all over."", ""Place the hot peppers in a plastic bag or a covered bowl to steam for 15 minutes."", ""Carefully peel the skin off the peppers. Make a slit down the side of each pepper and gently remove the seeds and veins, keeping the pepper whole."", ""Stuff each pepper with a stick of cheese."", ""To make the batter, beat the egg whites until they form stiff peaks. Gently fold in the beaten egg yolks."", ""Dredge each stuffed pepper in flour, then dip it into the egg batter, coating it completely."", ""Fry the battered chiles in hot oil until golden brown on all sides. Drain on paper towels."", ""Serve immediately with a simple tomato sauce (caldo de jitomate).""]",30,30,6,Hard,Mexican,Lunch,"stuffed,cheesy,fried",celebratory,any,afternoon
Shepherd's Pie,"A hearty British casserole of cooked minced lamb topped with a crust of mashed potato.","[{""name"": ""Ground lamb"", ""qty"": ""1"", ""unit"": ""kg"", ""note"": """"}, {""name"": ""Onion"", ""qty"": ""1"", ""unit"": ""large"", ""note"": ""chopped""}, {""name"": ""Carrots"", ""qty"": ""2"", ""unit"": """", ""note"": ""diced""}, {""name"": ""Beef broth"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Worcestershire sauce"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Potatoes"", ""qty"": ""1.5"", ""unit"": ""kg"", ""note"": ""for topping""}, {""name"": ""Butter and milk"", ""qty"": ""0.5"", ""unit"": ""cup each"", ""note"": ""for topping""}]","[""Boil the potatoes until tender, then mash them with butter, milk, salt, and pepper until creamy. Set aside."", ""Preheat oven to 200°C (400°F)."", ""In a large skillet, brown the ground lamb. Drain off the excess fat."", ""Add the chopped onion, carrots, and celery. Cook until softened."", ""Stir in flour, then add the beef broth, Worcestershire sauce, and herbs like thyme and rosemary. Simmer until the filling has thickened."", ""Spread the lamb filling evenly in a baking dish."", ""Top the filling with the mashed potatoes, spreading it to the edges. Use a fork to create a textured surface."", ""Bake for 20-25 minutes, or until the topping is golden brown and the filling is bubbly. Let it rest for a few minutes before serving.""]",25,45,6,Medium,British,Dinner,"casserole,comfort food,lamb",cozy,cold,evening
Ropa Vieja,"A classic Cuban dish of shredded beef stewed in a flavorful tomato and pepper sauce.","[{""name"": ""Beef flank steak"", ""qty"": ""1"", ""unit"": ""kg"", ""note"": """"}, {""name"": ""Onion"", ""qty"": ""1"", ""unit"": ""large"", ""note"": ""sliced""}, {""name"": ""Bell peppers"", ""qty"": ""2"", ""unit"": """", ""note"": ""red and green, sliced""}, {""name"": ""Crushed tomatoes"", ""qty"": ""1"", ""unit"": ""can (800g)"", ""note"": """"}, {""name"": ""Pimento-stuffed green olives"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Dry white wine"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": """"}]","[""Place the flank steak in a pot with water to cover. Simmer for 1.5 to 2 hours, until the beef is very tender. Reserve some of the cooking liquid."", ""Remove the beef and let it cool. Using two forks, shred the beef into long strands."", ""In a large skillet, heat olive oil and sauté the sliced onion and bell peppers until soft."", ""Add minced garlic and cook for another minute until fragrant."", ""Stir in the shredded beef, crushed tomatoes, white wine, cumin, and oregano."", ""Add about a cup of the reserved beef cooking liquid and the green olives."", ""Bring to a simmer, then reduce the heat, cover, and cook for at least 30 minutes for the flavors to meld."", ""Serve hot with white rice, black beans, and fried plantains.""]",15,150,6,Medium,Cuban,Dinner,"shredded beef,stew,cuban",cozy,rainy,evening
Massaman Curry,"A rich, relatively mild Thai curry that is an interpretation of a Persian dish, with peanuts and potatoes.","[{""name"": ""Beef or chicken"", ""qty"": ""500"", ""unit"": ""g"", ""note"": ""cubed""}, {""name"": ""Massaman curry paste"", ""qty"": ""4"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Coconut milk"", ""qty"": ""2"", ""unit"": ""cans"", ""note"": """"}, {""name"": ""Potatoes"", ""qty"": ""2"", ""unit"": ""large"", ""note"": ""cubed""}, {""name"": ""Onion"", ""qty"": ""1"", ""unit"": ""large"", ""note"": ""cut into wedges""}, {""name"": ""Peanuts"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""roasted""}, {""name"": ""Tamarind paste"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}]","[""In a large pot, heat the thick cream from the top of a can of coconut milk. Add the Massaman curry paste and fry until fragrant."", ""Add the beef or chicken and stir-fry until browned."", ""Pour in the rest of the coconut milk and bring to a simmer."", ""Add the cubed potatoes, onion wedges, and whole spices like star anise and cinnamon if desired."", ""Cover and simmer for 1-1.5 hours, until the meat is very tender."", ""Stir in the tamarind paste, fish sauce, and palm sugar. Adjust the seasoning to achieve a balance of sweet, sour, and salty."", ""Add the roasted peanuts."", ""Simmer for another 10 minutes and serve hot with steamed rice.""]",15,80,4,Medium,Thai,Dinner,"curry,mild,peanut",cozy,cold,evening
Coxinha,"A popular Brazilian snack of shredded chicken covered in dough, molded into a teardrop shape, and fried.","[{""name"": ""Chicken breasts"", ""qty"": ""2"", ""unit"": """", ""note"": ""bone-in, skin-on""}, {""name"": ""All-purpose flour"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Milk"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Cream cheese (requeijão)"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""optional""}, {""name"": ""Eggs"", ""qty"": ""2"", ""unit"": """", ""note"": ""beaten, for coating""}, {""name"": ""Breadcrumbs"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": ""for coating""}]","[""In a pot, cook the chicken breasts with water and salt until tender. Reserve 2 cups of the cooking broth. Shred the cooked chicken."", ""In a pan, sauté onion and garlic. Add the shredded chicken and cook for a few minutes. Mix in cream cheese if using. Let the filling cool."", ""To make the dough, bring the 2 cups of reserved chicken broth and 1 cup of milk to a boil. Add a tablespoon of butter."", ""Reduce the heat and add all the flour at once. Stir vigorously until a smooth dough forms and pulls away from the sides of the pan."", ""Knead the dough on a floured surface until smooth. Let it cool slightly."", ""Take a piece of dough, flatten it in your palm, place a spoonful of the chicken filling in the center, and shape it into a teardrop (coxinha) shape."", ""Dip each coxinha in beaten egg, then roll it in breadcrumbs to coat."", ""Deep fry in hot oil (180°C / 350°F) until golden brown and crispy. Drain on paper towels and serve hot.""]",30,50,8,Hard,Brazilian,Snack,"fried,savory,street food",excited,any,evening
French Onion Soup,"A classic soup of caramelized onions in a rich beef broth, topped with melted cheese on toast.","[{""name"": ""Yellow onions"", ""qty"": ""1"", ""unit"": ""kg"", ""note"": ""thinly sliced""}, {""name"": ""Beef broth"", ""qty"": ""8"", ""unit"": ""cups"", ""note"": ""high quality""}, {""name"": ""Butter"", ""qty"": ""4"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Dry white wine"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Baguette"", ""qty"": ""1"", ""unit"": """", ""note"": ""sliced thick""}, {""name"": ""Gruyère cheese"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": ""shredded""}]","[""In a large, heavy-bottomed pot, melt the butter over medium heat."", ""Add the sliced onions and cook slowly, stirring occasionally, for 30-40 minutes, until they are deeply caramelized, soft, and sweet."", ""Increase the heat, pour in the white wine to deglaze the pot, scraping up any browned bits from the bottom."", ""Add the beef broth, bay leaf, and thyme. Bring to a simmer, then partially cover and cook on low for at least 30 minutes."", ""Stir in brandy or sherry (optional), and season with salt and pepper. Remove the bay leaf."", ""Toast the baguette slices until they are golden and dry."", ""Ladle the soup into oven-safe bowls. Place one or two baguette slices on top of each."", ""Generously cover the baguette with shredded Gruyère cheese and broil until the cheese is melted and bubbly.""]",15,80,4,Medium,French,Lunch,"soup,comfort food,cheesy",cozy,cold,evening
Biryani,"A celebratory Indian dish of aromatic, spiced long-grain rice layered with marinated meat or vegetables.","[{""name"": ""Basmati rice"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": ""soaked for 30 mins""}, {""name"": ""Chicken or lamb"", ""qty"": ""750"", ""unit"": ""g"", ""note"": ""cut into pieces""}, {""name"": ""Yogurt"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""for marinade""}, {""name"": ""Biryani masala powder"", ""qty"": ""3"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Onions"", ""qty"": ""3"", ""unit"": ""large"", ""note"": ""thinly sliced and fried until crispy""}, {""name"": ""Saffron"", ""qty"": ""1"", ""unit"": ""pinch"", ""note"": ""soaked in warm milk""}, {""name"": ""Ghee"", ""qty"": ""4"", ""unit"": ""tbsp"", ""note"": """"}]","[""Marinate the meat with yogurt, ginger-garlic paste, biryani masala, turmeric, chili powder, and salt for at least 2 hours."", ""Par-cook the soaked basmati rice in salted water with whole spices until it is 70% cooked. Drain thoroughly."", ""In a heavy-bottomed pot, cook the marinated meat until it is about 80% done."", ""Now, layer the biryani. Start with a layer of the cooked meat at the bottom."", ""Add a layer of the par-cooked rice. Sprinkle with fried onions, chopped mint, and cilantro."", ""Repeat the layers, finishing with rice on top. Drizzle the saffron milk and melted ghee over the top."", ""Cover the pot tightly (traditionally sealed with dough, called 'dum'). Cook on very low heat for 20-25 minutes."", ""Let it rest for 10 minutes, then gently fluff the layers and serve.""]",40,80,6,Hard,Indian,Dinner,"rice,celebratory,one-pot",celebratory,any,evening
Jambalaya,"A classic Louisiana Creole dish of rice, sausage, chicken, and vegetables, all cooked in one pot.","[{""name"": ""Andouille sausage"", ""qty"": ""500"", ""unit"": ""g"", ""note"": ""sliced""}, {""name"": ""Chicken thighs"", ""qty"": ""500"", ""unit"": ""g"", ""note"": ""boneless, cubed""}, {""name"": ""Holy Trinity (onion, celery, bell pepper)"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": ""chopped""}, {""name"": ""Long-grain white rice"", ""qty"": ""1.5"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Canned diced tomatoes"", ""qty"": ""1"", ""unit"": ""can (400g)"", ""note"": """"}, {""name"": ""Chicken broth"", ""qty"": ""3"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Creole seasoning"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Shrimp"", ""qty"": ""300"", ""unit"": ""g"", ""note"": ""peeled, optional""}]","[""In a large Dutch oven, brown the sliced Andouille sausage. Remove and set aside."", ""Season the chicken pieces and brown them in the rendered sausage fat. Remove and set aside."", ""Add the chopped onion, celery, and bell pepper to the pot and sauté until soft, about 5-7 minutes."", ""Stir in minced garlic and the Creole seasoning, and cook for another minute until fragrant."", ""Add the rice to the pot and stir for a minute to toast it lightly."", ""Stir in the diced tomatoes, chicken broth, and return the cooked sausage and chicken to the pot."", ""Bring to a boil, then reduce the heat to low, cover, and simmer for 25 minutes, without lifting the lid."", ""If using shrimp, stir them in during the last 5 minutes of cooking. Fluff the jambalaya with a fork and serve.""]",20,50,6,Medium,American,Dinner,"one-pot,creole,rice",celebratory,any,evening
Pão de Queijo,"Brazilian cheese bread, a popular gluten-free snack made with tapioca flour.","[{""name"": ""Tapioca flour (sour or sweet)"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Milk"", ""qty"": ""0.75"", ""unit"": ""cup"", ""note"": ""whole""}, {""name"": ""Vegetable oil"", ""qty"": ""0.25"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Egg"", ""qty"": ""1"", ""unit"": ""large"", ""note"": ""lightly beaten""}, {""name"": ""Parmesan cheese"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""grated""}]","[""Preheat the oven to 200°C (400°F). Lightly grease a mini muffin tin."", ""In a small saucepan, bring the milk, oil, and salt to a gentle boil."", ""Place the tapioca flour in a medium bowl. Pour the hot milk mixture over the flour and mix until you have a smooth, sticky dough."", ""Let the dough cool for about 10-15 minutes, until it's just warm to the touch."", ""Add the beaten egg and the grated Parmesan cheese to the dough."", ""Knead the mixture with your hands until it is smooth and well combined."", ""Roll the dough into small balls, about 1 inch in diameter, and place them in the prepared mini muffin tin."", ""Bake for 15-20 minutes, until they are puffed up and lightly golden. Serve warm.""]",15,20,8,Easy,Brazilian,Snack,"cheesy,bread,gluten-free",happy,any,any
Samosas,"A popular Indian snack of a crispy, fried pastry filled with spiced potatoes and peas.","[{""name"": ""All-purpose flour"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": ""for dough""}, {""name"": ""Potatoes"", ""qty"": ""3"", ""unit"": ""large"", ""note"": ""boiled and mashed""}, {""name"": ""Green peas"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""fresh or frozen""}, {""name"": ""Onion"", ""qty"": ""1"", ""unit"": ""medium"", ""note"": ""finely chopped""}, {""name"": ""Coriander seeds"", ""qty"": ""1"", ""unit"": ""tsp"", ""note"": ""crushed""}, {""name"": ""Cumin seeds"", ""qty"": ""1"", ""unit"": ""tsp"", ""note"": """"}, {""name"": ""Garam masala"", ""qty"": ""1"", ""unit"": ""tsp"", ""note"": """"}]","[""To make the dough, mix flour, salt, carom seeds, and oil. Rub until crumbly. Add water to form a stiff dough. Rest for 30 minutes."", ""For the filling, heat oil. Add cumin and coriander seeds. Add onion and ginger, and sauté."", ""Add the green peas and mashed potatoes. Stir in spices: turmeric, chili powder, garam masala, and amchur (dried mango powder). Mix well and let it cool."", ""Divide the dough, roll each piece into an oval, and cut in half."", ""Form a cone from one half, stuff it with the potato filling, and seal the edge."", ""Heat oil in a wok over medium-low heat. The oil should not be too hot."", ""Gently slide in the samosas and fry on low heat for 15-20 minutes, until golden brown and crisp."", ""Serve with mint chutney or tamarind chutney.""]",30,35,8,Medium,Indian,Snack,"fried,pastry,street food",excited,rainy,afternoon
Fajitas,"A Tex-Mex dish of grilled strips of meat served with sautéed peppers and onions in a tortilla.","[{""name"": ""Chicken breast or skirt steak"", ""qty"": ""700"", ""unit"": ""g"", ""note"": ""sliced""}, {""name"": ""Bell peppers"", ""qty"": ""3"", ""unit"": """", ""note"": ""red, green, yellow, sliced""}, {""name"": ""Onion"", ""qty"": ""1"", ""unit"": ""large"", ""note"": ""sliced""}, {""name"": ""Fajita seasoning"", ""qty"": ""3"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""Flour tortillas"", ""qty"": ""8"", ""unit"": """", ""note"": ""for serving""}, {""name"": ""Lime"", ""qty"": ""1"", ""unit"": """", ""note"": ""juiced""}]","[""In a large bowl, toss the sliced meat with lime juice and fajita seasoning. Let it marinate for at least 15 minutes."", ""Heat a large cast-iron skillet over high heat. Add a little oil."", ""Add the sliced bell peppers and onions to the skillet and cook, stirring occasionally, until they are tender and slightly charred. Remove and set aside."", ""In the same hot skillet, cook the marinated meat in a single layer (in batches if necessary) until cooked through and seared."", ""Return the vegetables to the skillet with the meat and toss to combine."", ""Serve the sizzling fajitas immediately."", ""Accompany with warm flour tortillas, guacamole, sour cream, and salsa."", ""Let everyone build their own fajitas at the table.""]",20,15,4,Easy,Mexican,Dinner,"tex-mex,sizzling,interactive",celebratory,any,evening
Cassoulet,"A rich, slow-cooked casserole from southern France, containing meat and white beans.","[{""name"": ""Dried white beans"", ""qty"": ""500"", ""unit"": ""g"", ""note"": ""soaked overnight""}, {""name"": ""Duck confit"", ""qty"": ""4"", ""unit"": ""legs"", ""note"": """"}, {""name"": ""Toulouse sausages"", ""qty"": ""4"", ""unit"": """", ""note"": """"}, {""name"": ""Pork belly or salt pork"", ""qty"": ""250"", ""unit"": ""g"", ""note"": ""cubed""}, {""name"": ""Onion"", ""qty"": ""1"", ""unit"": """", ""note"": ""studded with cloves""}, {""name"": ""Chicken or vegetable stock"", ""qty"": ""6"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Breadcrumbs"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""for topping""}]","[""Drain the soaked beans. In a large pot, cover with fresh water, add the onion with cloves and carrots. Simmer until tender, about 1-1.5 hours."", ""While beans cook, brown the pork belly, pork shoulder, and sausages. Set aside."", ""In a large casserole dish, layer the cooked beans (drained, reserving the liquid) with the various meats and garlic."", ""Pour enough of the reserved bean cooking liquid and stock to just cover the beans and meat."", ""Cook in a low oven, 150°C (300°F), for 2-3 hours. During this time, a crust will form; break it and push it back into the stew several times."", ""In the last hour, nestle the duck confit legs into the cassoulet."", ""Sprinkle the top with breadcrumbs mixed with duck fat."", ""Return to the oven for a final 30 minutes, until the crust is golden brown and crisp. Rest before serving.""]",40,240,8,Hard,French,Dinner,"hearty,casserole,traditional",cozy,cold,evening
Kare-Kare,"A traditional Filipino stew with a thick, savory peanut sauce.","[{""name"": ""Oxtail"", ""qty"": ""1"", ""unit"": ""kg"", ""note"": ""cut into 2-inch pieces""}, {""name"": ""Peanut butter"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""creamy, unsweetened""}, {""name"": ""String beans"", ""qty"": ""1"", ""unit"": ""bunch"", ""note"": ""cut into 2-inch lengths""}, {""name"": ""Eggplant"", ""qty"": ""1"", ""unit"": """", ""note"": ""sliced""}, {""name"": ""Bok choy"", ""qty"": ""1"", ""unit"": ""bunch"", ""note"": """"}, {""name"": ""Bagoong (shrimp paste)"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": ""for serving""}]","[""In a large pot, boil the oxtail until it is very tender (this can take 2-3 hours). Reserve the broth."", ""In a separate large pot, sauté minced garlic and onion. Add the peanut butter and a few cups of the oxtail broth. Whisk until smooth."", ""Add ground toasted rice (optional, for thickening) and annatto powder for color. Bring to a simmer."", ""Add the tender oxtail to the peanut sauce."", ""Separately, blanch or steam the vegetables: string beans, eggplant, and bok choy."", ""To serve, place the oxtail and peanut sauce in a large bowl."", ""Arrange the cooked vegetables on top or on the side."", ""Serve with a side of steamed rice and a small dish of bagoong (shrimp paste) for each person to season their own portion to taste.""]",20,180,6,Medium,Filipino,Dinner,"peanut,stew,oxtail",warm,any,evening
